batch_id,game_number,match_id,timestamp_utc,white_profile,black_profile,move_number,player_color,piece_type,from_square,to_square,promotion,result,result_type
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,1,Black,Bishop,f4,g3,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,2,White,King,b6,b7,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,3,Black,Knight,c7,b5,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,4,White,Bishop,f7,g6,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,5,Black,Knight,b5,d6,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,6,White,Bishop,c5,d6,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,7,Black,Bishop,g3,d6,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,8,White,Bishop,g6,f5,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,9,Black,Bishop,d6,c7,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,10,White,Bishop,f5,c2,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,11,Black,Bishop,c7,e5,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,12,White,Bishop,c2,d3,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,13,Black,Bishop,e5,f4,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,14,White,King,b7,b6,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,15,Black,Bishop,f4,e3,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,16,White,King,b6,b5,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,17,Black,King,d8,c7,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,18,White,Bishop,d3,e4,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,19,Black,King,c7,d6,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,20,White,Bishop,e4,f3,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,21,Black,Bishop,e3,a7,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,22,White,Bishop,f3,g2,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,23,Black,Bishop,a7,b8,Bishop,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,24,White,King,b5,c4,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,25,Black,Bishop,b8,c7,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,26,White,Bishop,g2,e4,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,27,Black,Bishop,c7,a5,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,28,White,Bishop,e4,f3,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,29,Black,Bishop,a5,d8,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,30,White,Bishop,f3,g2,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,31,Black,King,d6,e5,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,32,White,King,c4,d3,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,33,Black,Bishop,d8,b6,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,34,White,Bishop,g2,f3,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,35,Black,King,e5,d6,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,36,White,King,d3,c3,,Draw by threefold repetition.,DrawThreefoldRepetition
20260420_124130,1,20260420_124130_g1,2026-04-20T12:42:31.8380180Z,Baseline,Baseline,37,Black,King,d6,e6,,Draw by threefold repetition.,DrawThreefoldRepetition
