batch_id,timestamp_utc,white_profile,black_profile,target_completed_games,completed_games,actual_games_played,white_wins,black_wins,draws
20260409_024336,2026-04-09T02:44:02.6616060Z,Baseline,Baseline,1,1,1,0,1,0
