batch_id,game_number,match_id,timestamp_utc,white_profile,black_profile,move_number,player_color,piece_type,from_square,to_square,promotion,result,result_type
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,1,White,Knight,g1,f3,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,2,Black,Knight,g8,f6,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,3,White,Knight,f3,e5,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,4,Black,Knight,f6,e4,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,5,White,Knight,b1,a3,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,6,Black,Pawn,d7,d6,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,7,White,Knight,e5,c4,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,8,Black,Bishop,c8,e6,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,9,White,Knight,c4,a5,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,10,Black,Bishop,e6,d5,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,11,White,Knight,a3,b5,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,12,Black,Knight,b8,d7,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,13,White,Knight,b5,d4,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,14,Black,Pawn,b7,b6,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,15,White,Knight,d4,c6,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,16,Black,Queen,d8,c8,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,17,White,Knight,c6,b4,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,18,Black,Bishop,d5,e6,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,19,White,Knight,a5,c6,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,20,Black,Knight,d7,c5,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,21,White,Knight,c6,d4,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,22,Black,Bishop,e6,c4,,black wins by checkmate.,BlackWin
20260411_065002,1,20260411_065002_g1,2026-04-11T06:50:28.7067660Z,Baseline,Baseline,23,White,Knight,b4,c6,,black wins by checkmate.,BlackWin
