batch_id,game_number,match_id,timestamp_utc,white_profile,black_profile,move_number,player_color,piece_type,from_square,to_square,promotion,result,result_type
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,1,White,Knight,g1,f3,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,2,Black,Knight,g8,f6,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,3,White,Knight,f3,e5,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,4,Black,Knight,f6,e4,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,5,White,Knight,b1,a3,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,6,Black,Pawn,d7,d6,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,7,White,Knight,e5,c4,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,8,Black,Bishop,c8,e6,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,9,White,Knight,c4,a5,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,10,Black,Bishop,e6,d5,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,11,White,Knight,a3,b5,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,12,Black,Knight,b8,d7,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,13,White,Pawn,d2,d3,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,14,Black,Knight,e4,c5,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,15,White,Bishop,c1,e3,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,16,Black,Knight,c5,e6,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,17,White,Knight,a5,b7,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,18,Black,Bishop,d5,b7,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,19,White,Knight,b5,c3,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,20,Black,Knight,d7,e5,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,21,White,Knight,c3,b5,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,22,Black,Bishop,b7,d5,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,23,White,Knight,b5,c3,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,24,Black,Bishop,d5,c6,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,25,White,Pawn,f2,f4,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,26,Black,Knight,e5,g4,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,27,White,Bishop,e3,g1,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,28,Black,Knight,e6,f4,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,29,White,Pawn,e2,e3,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,30,Black,Knight,f4,g2,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,31,White,Bishop,f1,g2,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,32,Black,Bishop,c6,g2,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,33,White,Queen,d1,g4,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,34,Black,Bishop,g2,h1,Bishop,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,35,White,Bishop,g1,f2,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,36,Black,Bishop,h1,c6,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,37,White,King,e1,f1,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,38,Black,Rook,a8,b8,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,39,White,Queen,g4,f5,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,40,Black,Rook,b8,b2,,white wins by checkmate.,WhiteWin
20260409_030353,1,20260409_030353_g1,2026-04-09T03:05:09.1744010Z,Baseline,Baseline,41,White,Rook,a1,c1,,white wins by checkmate.,WhiteWin
