batch_id,timestamp_utc,white_profile,black_profile,target_completed_games,completed_games,actual_games_played,white_wins,black_wins,draws
20260420_122006,2026-04-20T12:20:15.0567110Z,Baseline,Baseline,1,1,1,0,0,1
