batch_id,game_id,game_number,timestamp_utc,engine_build,white_engine,black_engine,starting_fen,total_moves,ply,move_number,side_to_move,fen_before,move_uci,move_san,fen_after,piece_type,from_square,to_square,promotion,engine_name,search_algorithm,evaluation_version,depth,evaluation,nodes_searched,leaf_evaluations,transposition_hits,alpha_beta_cutoffs,time_ms,best_move,principal_variation,quiescence_used,move_ordering_used,mobility_term,king_safety_term,used_opening_book,result,termination_reason,result_type
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,11,6,Black,3k4/1Kb5/2P5/8/7p/7P/2B5/8 b - - 2 6,c7e5,,3k4/1K6/2P5/4b3/7p/7P/2B5/8 w - - 3 6,Bishop,c7,e5,,Baseline,MinimaxAB,Baseline_Evaluator,8,130,220854,63239,116941,27623,244.997,c7e5,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,12,6,White,3k4/1K6/2P5/4b3/7p/7P/2B5/8 w - - 3 6,c2d3,,3k4/1K6/2P5/4b3/7p/3B3P/8/8 b - - 4 7,Bishop,c2,d3,,Baseline,MinimaxAB,Baseline_Evaluator,8,110,485004,119148,271242,69008,546.153,c2d3,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,13,7,Black,3k4/1K6/2P5/4b3/7p/3B3P/8/8 b - - 4 7,e5f4,,3k4/1K6/2P5/8/5b1p/3B3P/8/8 w - - 5 7,Bishop,e5,f4,,Baseline,MinimaxAB,Baseline_Evaluator,8,110,468715,148484,238519,55720,550.477,e5f4,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,14,7,White,3k4/1K6/2P5/8/5b1p/3B3P/8/8 w - - 5 7,b7b6,,3k4/8/1KP5/8/5b1p/3B3P/8/8 b - - 6 8,King,b7,b6,,Baseline,MinimaxAB,Baseline_Evaluator,8,110,380688,99461,207194,51889,435.635,b7b6,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,15,8,Black,3k4/8/1KP5/8/5b1p/3B3P/8/8 b - - 6 8,f4e3,,3k4/8/1KP5/8/7p/3Bb2P/8/8 w - - 7 8,Bishop,f4,e3,,Baseline,MinimaxAB,Baseline_Evaluator,8,110,553249,144682,308543,67395,618.244,f4e3,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,16,8,White,3k4/8/1KP5/8/7p/3Bb2P/8/8 w - - 7 8,b6b5,,3k4/8/2P5/1K6/7p/3Bb2P/8/8 b - - 8 9,King,b6,b5,,Baseline,MinimaxAB,Baseline_Evaluator,9,110,260641,68661,142262,35512,300.470,b6b5,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,17,9,Black,3k4/8/2P5/1K6/7p/3Bb2P/8/8 b - - 8 9,d8c7,,8/2k5/2P5/1K6/7p/3Bb2P/8/8 w - - 9 9,King,d8,c7,,Baseline,MinimaxAB,Baseline_Evaluator,8,110,447593,117006,248294,57877,495.830,d8c7,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,18,9,White,8/2k5/2P5/1K6/7p/3Bb2P/8/8 w - - 9 9,d3e4,,8/2k5/2P5/1K6/4B2p/4b2P/8/8 b - - 10 10,Bishop,d3,e4,,Baseline,MinimaxAB,Baseline_Evaluator,8,95,234177,63162,119342,37196,296.045,d3e4,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,19,10,Black,8/2k5/2P5/1K6/4B2p/4b2P/8/8 b - - 10 10,c7d6,,8/8/2Pk4/1K6/4B2p/4b2P/8/8 w - - 11 10,King,c7,d6,,Baseline,MinimaxAB,Baseline_Evaluator,8,105,330936,89850,178296,43510,372.019,c7d6,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,20,10,White,8/8/2Pk4/1K6/4B2p/4b2P/8/8 w - - 11 10,e4f3,,8/8/2Pk4/1K6/7p/4bB1P/8/8 b - - 12 11,Bishop,e4,f3,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,509472,140657,261710,76645,654.002,e4f3,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,21,11,Black,8/8/2Pk4/1K6/7p/4bB1P/8/8 b - - 12 11,e3a7,,8/b7/2Pk4/1K6/7p/5B1P/8/8 w - - 13 11,Bishop,e3,a7,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,610101,188841,309773,77069,741.874,e3a7,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,22,11,White,8/b7/2Pk4/1K6/7p/5B1P/8/8 w - - 13 11,f3g2,,8/b7/2Pk4/1K6/7p/7P/6B1/8 b - - 14 12,Bishop,f3,g2,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,306088,96246,143924,47292,409.074,f3g2,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,23,12,Black,8/b7/2Pk4/1K6/7p/7P/6B1/8 b - - 14 12,a7b8,,1b6/8/2Pk4/1K6/7p/7P/6B1/8 w - - 15 12,Bishop,a7,b8,Bishop,Baseline,MinimaxAB,Baseline_Evaluator,8,105,402681,133591,195095,51297,500.057,a7b8,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,24,12,White,1b6/8/2Pk4/1K6/7p/7P/6B1/8 w - - 15 12,b5c4,,1b6/8/2Pk4/8/2K4p/7P/6B1/8 b - - 16 13,King,b5,c4,,Baseline,MinimaxAB,Baseline_Evaluator,8,90,221988,77016,100232,31876,283.634,b5c4,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,25,13,Black,1b6/8/2Pk4/8/2K4p/7P/6B1/8 b - - 16 13,b8c7,,8/2b5/2Pk4/8/2K4p/7P/6B1/8 w - - 17 13,Bishop,b8,c7,,Baseline,MinimaxAB,Baseline_Evaluator,9,95,571643,163725,285058,92176,707.960,b8c7,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,26,13,White,8/2b5/2Pk4/8/2K4p/7P/6B1/8 w - - 17 13,g2e4,,8/2b5/2Pk4/8/2K1B2p/7P/8/8 b - - 18 14,Bishop,g2,e4,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,189508,63789,83267,31482,264.429,g2e4,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,27,14,Black,8/2b5/2Pk4/8/2K1B2p/7P/8/8 b - - 18 14,c7a5,,8/8/2Pk4/b7/2K1B2p/7P/8/8 w - - 19 14,Bishop,c7,a5,,Baseline,MinimaxAB,Baseline_Evaluator,9,95,608245,164900,312139,97786,752.623,c7a5,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,28,14,White,8/8/2Pk4/b7/2K1B2p/7P/8/8 w - - 19 14,e4f3,,8/8/2Pk4/b7/2K4p/5B1P/8/8 b - - 20 15,Bishop,e4,f3,,Baseline,MinimaxAB,Baseline_Evaluator,8,95,263919,89676,116067,40688,363.026,e4f3,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,29,15,Black,8/8/2Pk4/b7/2K4p/5B1P/8/8 b - - 20 15,a5d8,,3b4/8/2Pk4/8/2K4p/5B1P/8/8 w - - 21 15,Bishop,a5,d8,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,385105,115697,194447,52761,466.740,a5d8,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,30,15,White,3b4/8/2Pk4/8/2K4p/5B1P/8/8 w - - 21 15,f3g2,,3b4/8/2Pk4/8/2K4p/7P/6B1/8 b - - 22 16,Bishop,f3,g2,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,294900,100496,132195,44308,387.257,f3g2,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,31,16,Black,3b4/8/2Pk4/8/2K4p/7P/6B1/8 b - - 22 16,d6e5,,3b4/8/2P5/4k3/2K4p/7P/6B1/8 w - - 23 16,King,d6,e5,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,370704,120217,180611,48548,459.318,d6e5,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,32,16,White,3b4/8/2P5/4k3/2K4p/7P/6B1/8 w - - 23 16,c4d3,,3b4/8/2P5/4k3/7p/3K3P/6B1/8 b - - 24 17,King,c4,d3,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,245510,86051,106265,37569,341.726,c4d3,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,33,17,Black,3b4/8/2P5/4k3/7p/3K3P/6B1/8 b - - 24 17,d8b6,,8/8/1bP5/4k3/7p/3K3P/6B1/8 w - - 25 17,Bishop,d8,b6,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,475302,178426,213747,58361,609.707,d8b6,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,34,17,White,8/8/1bP5/4k3/7p/3K3P/6B1/8 w - - 25 17,g2f3,,8/8/1bP5/4k3/7p/3K1B1P/8/8 b - - 26 18,Bishop,g2,f3,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,234497,78351,105999,35029,320.719,g2f3,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,35,18,Black,8/8/1bP5/4k3/7p/3K1B1P/8/8 b - - 26 18,e5d6,,8/8/1bPk4/8/7p/3K1B1P/8/8 w - - 27 18,King,e5,d6,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,627410,221138,294902,78193,792.702,e5d6,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,36,18,White,8/8/1bPk4/8/7p/3K1B1P/8/8 w - - 27 18,d3c3,,8/8/1bPk4/8/7p/2K2B1P/8/8 b - - 28 19,King,d3,c3,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,365693,114268,171267,58035,487.803,d3c3,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,37,19,Black,8/8/1bPk4/8/7p/2K2B1P/8/8 b - - 28 19,d6e6,,8/8/1bP1k3/8/7p/2K2B1P/8/8 w - - 29 19,King,d6,e6,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,685066,177327,372901,97234,816.439,d6e6,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,38,19,White,8/8/1bP1k3/8/7p/2K2B1P/8/8 w - - 29 19,c3b4,,8/8/1bP1k3/8/1K5p/5B1P/8/8 b - - 30 20,King,c3,b4,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,348013,101197,172173,54460,451.342,c3b4,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,39,20,Black,8/8/1bP1k3/8/1K5p/5B1P/8/8 b - - 30 20,e6f5,,8/8/1bP5/5k2/1K5p/5B1P/8/8 w - - 31 20,King,e6,f5,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,755987,197011,416652,100853,887.117,e6f5,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,40,20,White,8/8/1bP5/5k2/1K5p/5B1P/8/8 w - - 31 20,f3h5,,8/8/1bP5/5k1B/1K5p/7P/8/8 b - - 32 21,Bishop,f3,h5,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,297837,86560,148379,45168,381.567,f3h5,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,41,21,Black,8/8/1bP5/5k1B/1K5p/7P/8/8 b - - 32 21,f5e5,,8/8/1bP5/4k2B/1K5p/7P/8/8 w - - 33 21,King,f5,e5,,Baseline,MinimaxAB,Baseline_Evaluator,8,110,500529,180708,232957,59777,632.395,f5e5,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,42,21,White,8/8/1bP5/4k2B/1K5p/7P/8/8 w - - 33 21,b4c4,,8/8/1bP5/4k2B/2K4p/7P/8/8 b - - 34 22,King,b4,c4,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,316785,100631,146696,49711,432.272,b4c4,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,43,22,Black,8/8/1bP5/4k2B/2K4p/7P/8/8 b - - 34 22,e5d6,,8/8/1bPk4/7B/2K4p/7P/8/8 w - - 35 22,King,e5,d6,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,537637,192203,248335,68286,694.080,e5d6,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,44,22,White,8/8/1bPk4/7B/2K4p/7P/8/8 w - - 35 22,h5f3,,8/8/1bPk4/8/2K4p/5B1P/8/8 b - - 36 23,Bishop,h5,f3,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,300197,98899,136639,46192,406.279,h5f3,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,45,23,Black,8/8/1bPk4/8/2K4p/5B1P/8/8 b - - 36 23,d6e6,,8/8/1bP1k3/8/2K4p/5B1P/8/8 w - - 37 23,King,d6,e6,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,487371,140895,252766,65634,587.063,d6e6,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,46,23,White,8/8/1bP1k3/8/2K4p/5B1P/8/8 w - - 37 23,f3e2,,8/8/1bP1k3/8/2K4p/7P/4B3/8 b - - 38 24,Bishop,f3,e2,,Baseline,MinimaxAB,Baseline_Evaluator,8,100,329095,97607,160900,51538,431.541,f3e2,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
20260421_121026,20260421_121026_g1,1,2026-04-21T12:11:42.3883130Z,1.0,Baseline,Baseline,3k4/2n2B2/1KP5/2B2p2/5b1p/7P/8/8 b - - 0 1,44,47,24,Black,8/8/1bP1k3/8/2K4p/7P/4B3/8 b - - 38 24,e6e5,,8/8/1bP5/4k3/2K4p/7P/4B3/8 w - - 39 24,King,e6,e5,,Baseline,MinimaxAB,Baseline_Evaluator,8,110,577939,169279,297318,79715,711.250,e6e5,,False,True,0,100,False,1/2-1/2,Draw by threefold repetition.,DrawThreefoldRepetition
