batch_id,timestamp_utc,white_profile,black_profile,target_completed_games,completed_games,actual_games_played,white_wins,black_wins,draws
20260420_122033,2026-04-20T12:21:15.9877410Z,Baseline,Baseline,5,5,5,0,0,5
